managerName,reportCalendarOrQuarter,cusip,value,shares,sourceFilingId,companyName
GUGGENHEIM CAPITAL LLC,2023-03-31,690732102,176680000.0,12143,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,OWENS & MINOR INC NEW
GUGGENHEIM CAPITAL LLC,2023-03-31,690742101,596163000.0,6223,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,OWENS CORNING NEW
GUGGENHEIM CAPITAL LLC,2023-03-31,69121K104,382133000.0,30304,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,OWL ROCK CAPITAL CORPORATION
GUGGENHEIM CAPITAL LLC,2023-03-31,691497309,684118000.0,6479,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,OXFORD INDS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69327R101,2059729000.0,32093,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PDC ENERGY INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69331C108,3185732000.0,197015,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PG&E CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,69336V101,7146632000.0,284613,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PGT INNOVATIONS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69346H100,3755733000.0,307847,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PGIM HIGH YIELD BOND FUND IN
GUGGENHEIM CAPITAL LLC,2023-03-31,69346J106,4038024000.0,368097,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PGIM GLOBAL HIGH YIELD FD FO
GUGGENHEIM CAPITAL LLC,2023-03-31,693475105,9151836000.0,72005,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PNC FINL SVCS GROUP INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69349H107,404579000.0,8311,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PNM RES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,693506107,3088236000.0,23119,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PPG INDS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69351T106,5926940000.0,213276,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PPL CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,69355J104,1755236000.0,118437,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PGIM SHORT DUR HIG YLD OPP F
GUGGENHEIM CAPITAL LLC,2023-03-31,693656100,1348991000.0,15130,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PVH CORPORATION
GUGGENHEIM CAPITAL LLC,2023-03-31,69366J200,1125552000.0,23236,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PTC THERAPEUTICS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69370C100,1575050000.0,12283,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PTC INC
GUGGENHEIM CAPITAL LLC,2023-03-31,693718108,12691562000.0,173382,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACCAR INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69404D108,3049987000.0,263384,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACIFIC BIOSCIENCES CALIF IN
GUGGENHEIM CAPITAL LLC,2023-03-31,69478X105,1674290000.0,69704,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACIFIC PREMIER BANCORP
GUGGENHEIM CAPITAL LLC,2023-03-31,695127100,1927252000.0,47225,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACIRA BIOSCIENCES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,695156109,6726591000.0,48452,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACKAGING CORP AMER
GUGGENHEIM CAPITAL LLC,2023-03-31,695263103,149200000.0,15334,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACWEST BANCORP DEL
GUGGENHEIM CAPITAL LLC,2023-03-31,69526K105,204872000.0,25609,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PACTIV EVERGREEN INC
GUGGENHEIM CAPITAL LLC,2023-03-31,69553P100,4780088000.0,136652,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAGERDUTY INC
GUGGENHEIM CAPITAL LLC,2023-03-31,697435105,24634333000.0,123332,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PALO ALTO NETWORKS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,697900108,3730800000.0,204989,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAN AMERN SILVER CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,698813102,213101000.0,2844,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAPA JOHNS INTL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,70014A104,4013682000.0,298415,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PARK AEROSPACE CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,700517105,1575059000.0,127432,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PARK HOTELS & RESORTS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,701094104,11431101000.0,34010,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PARKER-HANNIFIN CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,70202L102,328123000.0,7334,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PARSONS CORP DEL
GUGGENHEIM CAPITAL LLC,2023-03-31,703343103,216407000.0,3145,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PATRICK INDS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,703395103,1011665000.0,37791,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PATTERSON COS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,703481101,4110140000.0,351294,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PATTERSON-UTI ENERGY INC
GUGGENHEIM CAPITAL LLC,2023-03-31,704326107,8353267000.0,72897,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAYCHEX INC
GUGGENHEIM CAPITAL LLC,2023-03-31,70432V102,1172263000.0,3856,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAYCOM SOFTWARE INC
GUGGENHEIM CAPITAL LLC,2023-03-31,70438V106,736679000.0,3706,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAYLOCITY HLDG CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,70450Y103,19832490000.0,261160,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PAYPAL HLDGS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,704551100,608410000.0,23766,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PEABODY ENERGY CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,70509V100,878174000.0,62548,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PEBBLEBROOK HOTEL TR
GUGGENHEIM CAPITAL LLC,2023-03-31,705573103,711008000.0,14666,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PEGASYSTEMS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,706327103,709546000.0,21916,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PEMBINA PIPELINE CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,707569109,765406000.0,25806,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PENN ENTERTAINMENT INC
GUGGENHEIM CAPITAL LLC,2023-03-31,70806A106,119691000.0,11281,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PENNANTPARK FLOATING RATE CA
GUGGENHEIM CAPITAL LLC,2023-03-31,713448108,82991163000.0,455245,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PEPSICO INC
GUGGENHEIM CAPITAL LLC,2023-03-31,71363P106,1325111000.0,98668,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PERDOCEO ED CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,71377A103,1073449000.0,17790,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PERFORMANCE FOOD GROUP CO
GUGGENHEIM CAPITAL LLC,2023-03-31,714046109,1315143000.0,9869,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PERKINELMER INC
GUGGENHEIM CAPITAL LLC,2023-03-31,717081103,46361081000.0,1136301,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PFIZER INC
GUGGENHEIM CAPITAL LLC,2023-03-31,718172109,30389653000.0,312490,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PHILIP MORRIS INTL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,718546104,12016369000.0,118528,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PHILLIPS 66
GUGGENHEIM CAPITAL LLC,2023-03-31,71943U104,11017056000.0,737914,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PHYSICIANS RLTY TR
GUGGENHEIM CAPITAL LLC,2023-03-31,72147K108,739326000.0,31895,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PILGRIMS PRIDE CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,72200M108,3375943000.0,544507,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO CALIF MUN INCOME FD II
GUGGENHEIM CAPITAL LLC,2023-03-31,72200N106,3452995000.0,342559,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO CALIF MUN INCOME FD
GUGGENHEIM CAPITAL LLC,2023-03-31,72200R107,5017695000.0,504291,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO MUN INCOME FD
GUGGENHEIM CAPITAL LLC,2023-03-31,72200T103,1624592000.0,180711,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO NEW YORK MUN INCOME FD
GUGGENHEIM CAPITAL LLC,2023-03-31,72200U100,3225802000.0,257241,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO CORPORATE & INCM STRG
GUGGENHEIM CAPITAL LLC,2023-03-31,72200X104,3191596000.0,599924,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO STRATEGIC INCOME FD
GUGGENHEIM CAPITAL LLC,2023-03-31,72200Y102,1866277000.0,241433,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO NEW YORK MUN FD II
GUGGENHEIM CAPITAL LLC,2023-03-31,722011103,1247273000.0,168323,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO GLOBAL STOCKSPLS INCM
GUGGENHEIM CAPITAL LLC,2023-03-31,72201A103,6012052000.0,723472,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO MUN INCOME FD III
GUGGENHEIM CAPITAL LLC,2023-03-31,72201B101,783266000.0,62812,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO CORPORATE & INCOME OPP
GUGGENHEIM CAPITAL LLC,2023-03-31,72201C109,2913461000.0,375446,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO CALIF MUN INCOME FD II
GUGGENHEIM CAPITAL LLC,2023-03-31,72201E105,473156000.0,73244,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO NEW YORK MUN INCOME FD
GUGGENHEIM CAPITAL LLC,2023-03-31,72201H108,1627593000.0,200196,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO INCOME STRATEGY FD
GUGGENHEIM CAPITAL LLC,2023-03-31,72201J104,4252771000.0,593134,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIMCO INCOME STRATEGY FD II
GUGGENHEIM CAPITAL LLC,2023-03-31,72346Q104,580890000.0,10531,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PINNACLE FINL PARTNERS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,723484101,16897772000.0,213248,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PINNACLE WEST CAP CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,723653101,577376000.0,57053,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIONEER DIVERSIFIED HIGH INC
GUGGENHEIM CAPITAL LLC,2023-03-31,72369H106,3322877000.0,501188,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIONEER HIGH INCOME FUND INC
GUGGENHEIM CAPITAL LLC,2023-03-31,72369J102,1514922000.0,174129,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIONEER FLOATING RATE FUND I
GUGGENHEIM CAPITAL LLC,2023-03-31,723762100,3836785000.0,466195,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIONEER MUNICIPAL HIGH INCOM
GUGGENHEIM CAPITAL LLC,2023-03-31,723787107,38642004000.0,189199,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PIONEER NAT RES CO
GUGGENHEIM CAPITAL LLC,2023-03-31,724479100,75637000.0,19444,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PITNEY BOWES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,72815L107,1037654000.0,92154,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PLAYTIKA HLDG CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,729132100,3447831000.0,35337,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PLEXUS CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,731068102,1823735000.0,16485,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,POLARIS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,73278L105,876646000.0,2560,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,POOL CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,737446104,893038000.0,9937,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,POST HLDGS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,739276103,5167610000.0,61054,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,POWER INTEGRATIONS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,74112D101,459203000.0,7332,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PRESTIGE CONSMR HEALTHCARE I
GUGGENHEIM CAPITAL LLC,2023-03-31,74144T108,13147770000.0,116455,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PRICE T ROWE GROUP INC
GUGGENHEIM CAPITAL LLC,2023-03-31,74251V102,3956054000.0,53230,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PRINCIPAL FINANCIAL GROUP IN
GUGGENHEIM CAPITAL LLC,2023-03-31,742718109,34644472000.0,232998,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROCTER AND GAMBLE CO
GUGGENHEIM CAPITAL LLC,2023-03-31,74276R102,286840000.0,10389,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PRIVIA HEALTH GROUP INC
GUGGENHEIM CAPITAL LLC,2023-03-31,743315103,7929960000.0,55431,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROGRESSIVE CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,74340W103,71192888000.0,570593,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROLOGIS INC.
GUGGENHEIM CAPITAL LLC,2023-03-31,74347M108,610474000.0,84906,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROPETRO HLDG CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,74348T102,376543000.0,54101,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROSPECT CAP CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,74349U108,1513534000.0,14103,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROMETHEUS BIOSCIENCES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,743606105,10946561000.0,177935,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PROSPERITY BANCSHARES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,744320102,17532937000.0,211904,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PRUDENTIAL FINL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,744573106,6879993000.0,110168,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PUBLIC SVC ENTERPRISE GRP IN
GUGGENHEIM CAPITAL LLC,2023-03-31,74460D109,38045772000.0,125921,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PUBLIC STORAGE
GUGGENHEIM CAPITAL LLC,2023-03-31,745867101,6579813000.0,112900,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,PULTE GROUP INC
GUGGENHEIM CAPITAL LLC,2023-03-31,74736K101,5406674000.0,53231,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,QORVO INC
GUGGENHEIM CAPITAL LLC,2023-03-31,747525103,82265881000.0,644818,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,QUALCOMM INC
GUGGENHEIM CAPITAL LLC,2023-03-31,74758T303,545954000.0,4199,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,QUALYS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,747619104,461345000.0,21428,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,QUANEX BLDG PRODS CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,74762E102,1353283000.0,8121,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,QUANTA SVCS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,74834L100,12115215000.0,85632,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,QUEST DIAGNOSTICS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,749607107,747486000.0,5624,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RLI CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,749660106,641000000.0,83355,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RPC INC
GUGGENHEIM CAPITAL LLC,2023-03-31,749685103,3678475000.0,42165,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RPM INTL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,750236101,1643444000.0,74364,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RADIAN GROUP INC
GUGGENHEIM CAPITAL LLC,2023-03-31,750917106,1767496000.0,34481,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RAMBUS INC DEL
GUGGENHEIM CAPITAL LLC,2023-03-31,75281A109,1681533000.0,63526,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RANGE RES CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,754730109,1181451000.0,12667,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RAYMOND JAMES FINL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,75508B104,173052000.0,27600,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RAYONIER ADVANCED MATLS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,75513E101,5521881000.0,56386,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RAYTHEON TECHNOLOGIES CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,75574U101,225407000.0,22164,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,READY CAPITAL CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,75605Y106,197361000.0,37379,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ANYWHERE REAL ESTATE INC
GUGGENHEIM CAPITAL LLC,2023-03-31,756109104,18232297000.0,287939,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REALTY INCOME CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,758750103,256550000.0,1823,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REGAL REXNORD CORPORATION
GUGGENHEIM CAPITAL LLC,2023-03-31,758849103,8697716000.0,142166,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REGENCY CTRS CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,75886F107,34481381000.0,41965,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REGENERON PHARMACEUTICALS
GUGGENHEIM CAPITAL LLC,2023-03-31,7591EP100,5483403000.0,295442,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REGIONS FINANCIAL CORP NEW
GUGGENHEIM CAPITAL LLC,2023-03-31,759509102,15729690000.0,61267,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RELIANCE STEEL & ALUMINUM CO
GUGGENHEIM CAPITAL LLC,2023-03-31,75970E107,550562000.0,18004,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RENASANT CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,759916109,666537000.0,3959,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REPLIGEN CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,760759100,2996340000.0,22159,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REPUBLIC SVCS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,761152107,2783144000.0,12709,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RESMED INC
GUGGENHEIM CAPITAL LLC,2023-03-31,76118Y104,231534000.0,12666,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RESIDEO TECHNOLOGIES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,76131D103,357923000.0,5331,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RESTAURANT BRANDS INTL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,761624105,434825000.0,15209,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REX AMERICAN RES CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,76169C100,20218487000.0,338952,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REXFORD INDL RLTY INC
GUGGENHEIM CAPITAL LLC,2023-03-31,76171L106,394075000.0,14330,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,REYNOLDS CONSUMER PRODS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,770323103,663011000.0,8229,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROBERT HALF INTL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,77313F106,193072000.0,11271,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROCKET PHARMACEUTICALS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,773903109,1645668000.0,5608,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROCKWELL AUTOMATION INC
GUGGENHEIM CAPITAL LLC,2023-03-31,775711104,1015186000.0,27050,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROLLINS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,77634L105,410385000.0,27359,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,R1 RCM INC
GUGGENHEIM CAPITAL LLC,2023-03-31,776696106,2771499000.0,6289,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROPER TECHNOLOGIES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,778296103,17511556000.0,165001,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROSS STORES INC
GUGGENHEIM CAPITAL LLC,2023-03-31,780287108,4600554000.0,35468,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROYAL GOLD INC
GUGGENHEIM CAPITAL LLC,2023-03-31,780910105,5351356000.0,394352,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,ROYCE VALUE TR INC
GUGGENHEIM CAPITAL LLC,2023-03-31,783549108,1282468000.0,14371,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RYDER SYS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,78377T107,13009953000.0,144990,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,RYMAN HOSPITALITY PPTYS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,783859101,625981000.0,19904,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,S & T BANCORP INC
GUGGENHEIM CAPITAL LLC,2023-03-31,78409V104,5981414000.0,17349,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,S&P GLOBAL INC
GUGGENHEIM CAPITAL LLC,2023-03-31,784117103,468860000.0,8147,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SEI INVTS CO
GUGGENHEIM CAPITAL LLC,2023-03-31,784305104,2528810000.0,33217,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SJW GROUP
GUGGENHEIM CAPITAL LLC,2023-03-31,78440X887,487381000.0,20722,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SL GREEN RLTY CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,78442P106,445928000.0,35991,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SLM CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,78454L100,1066813000.0,37884,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SM ENERGY CO
GUGGENHEIM CAPITAL LLC,2023-03-31,78463M107,201950000.0,1326,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SPS COMM INC
GUGGENHEIM CAPITAL LLC,2023-03-31,78467J100,1194623000.0,21155,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SS&C TECHNOLOGIES HLDGS INC
GUGGENHEIM CAPITAL LLC,2023-03-31,784730103,3631688000.0,240191,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SSR MINING IN
GUGGENHEIM CAPITAL LLC,2023-03-31,78573L106,5003789000.0,435112,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SABRA HEALTH CARE REIT INC
GUGGENHEIM CAPITAL LLC,2023-03-31,78573M104,129738000.0,30242,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SABRE CORP
GUGGENHEIM CAPITAL LLC,2023-03-31,78709Y105,365676000.0,1344,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SAIA INC
GUGGENHEIM CAPITAL LLC,2023-03-31,79466L302,23891691000.0,119590,raw_2023-05-11_archives_edgar_data_1283072_0001283072-23-000002.txt,SALESFORCE INC
